Anexo;Segmento;item;CEST;NCM;Descrição
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;90;1300900;3002;Vacinas e produtos semelhantes, exceto para uso veterinário - positiva
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;91;1300901;3002;Vacinas e produtos semelhantes, exceto para uso veterinário - negativa
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;100;1301000;3005.10.10;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;101;1301001;3005.10.10;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;110;1301100;3005;Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;120;1301200;"4015.11.004015.19.00";Luvas cirúrgicas e luvas de procedimento - neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;130;1301300;4014.10.00;Preservativo – neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;140;1301400;9018.31;Seringas, mesmo com agulhas - neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;150;1301500;9018.32.1;Agulhas para seringas - neutra
XIV;MEDICAMENTOS DE USO HUMANO E OUTROS PRODUTOS;160;1301600;"3926.90.90 9018.90.99";"Contraceptivos (dispositivos intrauterinos - DIU) - neutra "
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;10;1400100;7013;Objetos de vidro para serviço de mesa ou de cozinha
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;20;1400200;7013.37.00;Outros copos, exceto de vitrocerâmica
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;30;1400300;7013.42.90;Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;40;1400400;"391939203921";Lonas plásticas, exceto as para uso na construção
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;50;1400500;3924;Artefatos de higiene/toucador de plástico, exceto os para uso na construção
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;60;1400600;3924.10.00;Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, não descartáveis
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;61;1400601;3924.10.00;Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, descartáveis
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;70;1400700;6911.10.10;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - estojos
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;80;1400800;6911.10.90;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - avulsos
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;90;1400900;6912.00.00;Artigos para serviço de mesa ou de cozinha, de cerâmica
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;100;1401000;6912.00.00;Velas para filtros
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;110;1401100;4823.20.9;Filtros descartáveis para coar café ou chá
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;120;1401200;4823.6;Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão
XV;PAPÉIS, PLÁSTICOS, PRODUTOS CERÂMICOS E VIDROS;130;1401300;4813.10.00;"Papel para cigarro "
XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;10;1600100;4011.10.00;Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida)
XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;20;1600200;4011;Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira
XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;30;1600300;4011.40.00;Pneus novos para motocicletas
XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;40;1600400;4011;Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00
XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;50;1600500;4011.50.00;Pneus novos de borracha dos tipos utilizados em bicicletas
XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;60;1600600;4012.1;Pneus recauchutados
XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;70;1600700;4012.90;Protetores de borracha, exceto os itens classificados no CEST 16.007.01
XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;71;1600701;4012.90;Protetores de borracha para bicicletas
XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;80;1600800;4013;Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00
XVI;PNEUMÁTICOS, CÂMARAS DE AR E PROTETORES DE BORRACHA;90;1600900;4013.20.00;"Câmaras de ar de borracha dos tipos utilizados em bicicletas "
XVII;PRODUTOS ALIMENTÍCIOS;10;1700100;1704.90.10;Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate.
XVII;PRODUTOS ALIMENTÍCIOS;20;1700200;"1806.31.101806.31.20";Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;30;1700300;"1806.32.101806.32.20";Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg
XVII;PRODUTOS ALIMENTÍCIOS;40;1700400;1806.90.00;Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate.
XVII;PRODUTOS ALIMENTÍCIOS;50;1700500;1704.90.10;Ovos de páscoa de chocolate branco
XVII;PRODUTOS ALIMENTÍCIOS;51;1700501;1806.90.00;Ovos de páscoa de chocolate
XVII;PRODUTOS ALIMENTÍCIOS;60;1700600;1806.90.00;Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02
XVII;PRODUTOS ALIMENTÍCIOS;61;1700601;1806.10.00;Cacau em pó, com adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1kg
XVII;PRODUTOS ALIMENTÍCIOS;62;1700602;1806.90.00;Achocolatados em pó, em cápsulas
XVII;PRODUTOS ALIMENTÍCIOS;70;1700700;1806.90.00;Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;80;1700800;1704.90.90;Bombons, inclusive à base de chocolate branco sem cacau
XVII;PRODUTOS ALIMENTÍCIOS;90;1700900;1806.90.00;Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau
XVII;PRODUTOS ALIMENTÍCIOS;100;1701000;2009;Sucos de frutas ou de produtos hortícolas mistura de sucos
XVII;PRODUTOS ALIMENTÍCIOS;110;1701100;2009.8;Água de coco
XVII;PRODUTOS ALIMENTÍCIOS;120;1701200;"0402.10402.20402.9";Leite em pó, blocos ou grânulos, exceto creme de leite
XVII;PRODUTOS ALIMENTÍCIOS;130;1701300;1901.10.20;Farinha láctea
XVII;PRODUTOS ALIMENTÍCIOS;140;1701400;1901.10.10;Leite modificado para alimentação de crianças
XVII;PRODUTOS ALIMENTÍCIOS;150;1701500;"1901.10.901901.10.30";Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros
XVII;PRODUTOS ALIMENTÍCIOS;160;1701600;"0401.10.100401.20.10";Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros
XVII;PRODUTOS ALIMENTÍCIOS;161;1701601;"0401.10.100401.20.10";Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros
XVII;PRODUTOS ALIMENTÍCIOS;170;1701700;"0401.40.100401.50.10";Leite em recipiente de conteúdo inferior ou igual a 1 litro
XVII;PRODUTOS ALIMENTÍCIOS;171;1701701;"0401.40.100401.50.10";Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
XVII;PRODUTOS ALIMENTÍCIOS;180;1701800;"0401.10.900401.20.90";Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro
XVII;PRODUTOS ALIMENTÍCIOS;181;1701801;"0401.10.900401.20.90";Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
XVII;PRODUTOS ALIMENTÍCIOS;190;1701900;"0401.40.20402.21.300402.29.300402.9";Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;191;1701901;"0401.40.20402.21.300402.29.300402.9";Creme de leite, em recipiente de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;192;1701902;"0401.100401.200401.500402.100402.29.20";Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
XVII;PRODUTOS ALIMENTÍCIOS;200;1702000;0402.9;Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;201;1702001;0402.9;Leite condensado, em recipiente de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;210;1702100;0403;Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros, exceto o item classificado no CEST 17.022.00
XVII;PRODUTOS ALIMENTÍCIOS;211;1702101;0403;Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros, exceto o item classificado no CEST 17.022.00
XVII;PRODUTOS ALIMENTÍCIOS;220;1702200;0403.90.00;Coalhada
XVII;PRODUTOS ALIMENTÍCIOS;230;1702300;0406;Requeijão e similares, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;231;1702301;0406;Requeijão e similares, em recipiente de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;240;1702400;0406;Queijos, exceto os dos CEST 17.024.01, 17.024.02, 17.024.03 e 17.024.04
XVII;PRODUTOS ALIMENTÍCIOS;241;1702401;0406.10.10;Queijo muçarela
XVII;PRODUTOS ALIMENTÍCIOS;242;1702402;0406.10.90;Queijo minas frescal
XVII;PRODUTOS ALIMENTÍCIOS;243;1702403;0406.10.90;Queijo ricota
XVII;PRODUTOS ALIMENTÍCIOS;244;1702404;0406.10.90;Queijo petitsuisse
XVII;PRODUTOS ALIMENTÍCIOS;250;1702500;0405.10.00;Manteiga, em embalagem de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;251;1702501;0405.10.00;Manteiga, em embalagem de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;252;1702502;0405.90.90;Manteiga de garrafa
XVII;PRODUTOS ALIMENTÍCIOS;260;1702600;1517.10.00;Margarina e creme vegetal em recipiente de conteúdo inferior ou igual a 500 g, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;270;1702700;1517.10.00;Margarina e creme vegetal, em recipiente de conteúdo superior a 500 g e inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;271;1702701;1517.10.00;Margarina e creme vegetal, em recipiente de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;272;1702702;1517.90;Outras margarinas e cremes vegetais em recipiente de conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;280;1702800;1516.20.00;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;281;1702801;1516.20.00;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo superior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;290;1702900;1901.90.20;Doces de leite
XVII;PRODUTOS ALIMENTÍCIOS;300;1703000;"1904.10.001904.90.00";Produtos à base de cereais, obtidos por expansão ou torrefação
XVII;PRODUTOS ALIMENTÍCIOS;310;1703100;1905.90.90;Salgadinhos diversos, exceto os classificados no CEST 17.031.01
XVII;PRODUTOS ALIMENTÍCIOS;311;1703101;1905.90.90;Salgadinhos diversos, derivados de farinha de trigo
XVII;PRODUTOS ALIMENTÍCIOS;320;1703200;"2005.20.002005.9";Batata frita, inhame e mandioca fritos
XVII;PRODUTOS ALIMENTÍCIOS;330;1703300;2008.1;Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;331;1703301;2008.1;Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;340;1703400;2103.20.10;Catchup em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;350;1703500;"2103.90.212103.90.91";Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g
XVII;PRODUTOS ALIMENTÍCIOS;360;1703600;2103.10.10;Molhos de soja preparados em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;370;1703700;2103.30.10;Farinha de mostarda em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;380;1703800;2103.30.21;Mostarda preparada em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;390;1703900;2103.90.11;Maionese em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;400;1704000;2002;Tomates preparados ou conservados, exceto em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;410;1704100;2103.20.10;Molhos de tomate em embalagens imediatas de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;420;1704200;"1704.90.901904.20.001904.90.00";Barra de cereais
XVII;PRODUTOS ALIMENTÍCIOS;430;1704300;"1806.31.201806.32.201806.90.00";Barra de cereais contendo cacau
XVII;PRODUTOS ALIMENTÍCIOS;440;1704400;1101.00.10;Farinha de trigo especial, em embalagem inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;441;1704401;1101.00.10;Farinha de trigo especial, em embalagem superior a 1 kg e inferior a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;442;1704402;1101.00.10;Farinha de trigo especial, em embalagem igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;443;1704403;1101.00.10;Farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 kg
XVII;PRODUTOS ALIMENTÍCIOS;444;1704404;1101.00.10;Farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 kg
XVII;PRODUTOS ALIMENTÍCIOS;445;1704405;1101.00.10;Farinha de trigo comum, em embalagem igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;446;1704406;1101.00.10;Farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 kg
XVII;PRODUTOS ALIMENTÍCIOS;447;1704407;1101.00.10;Farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 kg
XVII;PRODUTOS ALIMENTÍCIOS;448;1704408;1101.00.10;Farinha de trigo doméstica especial, em embalagem superior a 5 kg e inferior e igual a 10 kg
XVII;PRODUTOS ALIMENTÍCIOS;449;1704409;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem superior a 5 kg e inferior e igual a 10 kg
XVII;PRODUTOS ALIMENTÍCIOS;4410;1704410;1101.00.10;Farinha de trigo especial, em embalagem superior a 50 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4411;1704411;1101.00.10;Farinha de trigo comum, em embalagem inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;4412;1704412;1101.00.10;Farinha de trigo comum, em embalagem superior a 1 kg e inferior a 5 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4413;1704413;1101.00.10;Farinha de trigo comum, em embalagem superior a 50 kg
XVII;PRODUTOS ALIMENTÍCIOS;4414;1704414;1101.00.10;Farinha de trigo doméstica especial, em embalagem inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;4415;1704415;1101.00.10;Farinha de trigo doméstica especial, em embalagem superior a 1 kg e inferior a 5 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4416;1704416;1101.00.10;Farinha de trigo doméstica especial, em embalagem igual a 5 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4417;1704417;1101.00.10;Farinha de trigo doméstica especial, em embalagem superior a 10 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4418;1704418;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;4419;1704419;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem superior a 1 kg e inferior a 5 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4420;1704420;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem igual a 5 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4421;1704421;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem superior a 10 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4422;1704422;1101.00.10;Outras farinhas de trigo, em embalagem inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;4423;1704423;1101.00.10;Outras farinhas de trigo, em embalagem superior a 1 kg e inferior a 5 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4424;1704424;1101.00.10;Outras farinhas de trigo, em embalagem igual a 5 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4425;1704425;1101.00.10;Outras farinhas de trigo, em embalagem superior a 5 Kg e inferior ou igual a 25 kg
XVII;PRODUTOS ALIMENTÍCIOS;4426;1704426;1101.00.10;Outras farinhas de trigo, em embalagem superior a 25 Kg e inferior ou igual a 50 kg
XVII;PRODUTOS ALIMENTÍCIOS;4427;1704427;1101.00.10;Outras farinhas de trigo, em embalagem superior a 50 Kg
XVII;PRODUTOS ALIMENTÍCIOS;450;1704500;1101.00.20;Farinha de mistura de trigo com centeio (méteil)
XVII;PRODUTOS ALIMENTÍCIOS;460;1704600;"1901.20.001901.90.90";Misturas e preparações para bolos, em embalagem inferior 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;461;1704601;"1901.20.001901.90.90";Misturas e preparações para bolos, em embalagem igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;462;1704602;"1901.20.001901.90.90";Misturas e preparações para bolos, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
XVII;PRODUTOS ALIMENTÍCIOS;463;1704603;1901.20.00 1901.90.90;Misturas e preparações para bolos, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
XVII;PRODUTOS ALIMENTÍCIOS;464;1704604;"1901.20.001901.90.90";Misturas e preparações para bolos, em embalagem superior a 50 Kg
XVII;PRODUTOS ALIMENTÍCIOS;465;1704605;"1901.20.001901.90.90";Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;466;1704606;"1901.20.001901.90.90";Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;467;1704607;"1901.20.001901.90.90";Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
XVII;PRODUTOS ALIMENTÍCIOS;468;1704608;"1901.20.001901.90.90";Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
XVII;PRODUTOS ALIMENTÍCIOS;469;1704609;"1901.20.001901.90.90";Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 50 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4610;1704610;"1901.20.001901.90.90";Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;4611;1704611;"1901.20.001901.90.90";Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;4612;1704612;"1901.20.001901.90.90";Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4613;1704613;"1901.20.001901.90.90";Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4614;1704614;"1901.20.001901.90.90";Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 50 Kg
XVII;PRODUTOS ALIMENTÍCIOS;4615;1704615;1901.20.00 1901.90.90;Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05, exceto os previstos nos CEST 17.046.00 a 17.046.14 e 17.046.16.
XVII;PRODUTOS ALIMENTÍCIOS;4616;1704616;1901.20.00 1901.90.90;Misturas e preparações com, no mínimo, 80% de farinha de trigo na sua composição final, exceto as descritas nos CEST 17.046.10 a 17.046.15. 
XVII;PRODUTOS ALIMENTÍCIOS;470;1704700;1902.30.00;Massas alimentícias tipo instantânea
XVII;PRODUTOS ALIMENTÍCIOS;480;1704800;1902;Massas alimentícias, cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, exceto as descritas nos CEST 17.047.00, 17.048.01, e 17.048.02
XVII;PRODUTOS ALIMENTÍCIOS;481;1704801;1902.40.00;Cuscuz
XVII;PRODUTOS ALIMENTÍCIOS;482;1704802;1902.20.00;Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)
XVII;PRODUTOS ALIMENTÍCIOS;490;1704900;1902.1;Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.03
XVII;PRODUTOS ALIMENTÍCIOS;491;1704901;1902.1;Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.04
XVII;PRODUTOS ALIMENTÍCIOS;492;1704902;1902.1;Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.05
XVII;PRODUTOS ALIMENTÍCIOS;493;1704903;1902.19.00;Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos
XVII;PRODUTOS ALIMENTÍCIOS;494;1704904;1902.19.00;Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos
XVII;PRODUTOS ALIMENTÍCIOS;495;1704905;1902.19.00;Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos
XVII;PRODUTOS ALIMENTÍCIOS;500;1705000;1905.20;Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma
XVII;PRODUTOS ALIMENTÍCIOS;510;1705100;1905.20.90;Bolo de forma, inclusive de especiarias
XVII;PRODUTOS ALIMENTÍCIOS;520;1705200;1905.20.10;Panetones
XVII;PRODUTOS ALIMENTÍCIOS;530;1705300;1905.31.00;Biscoitos e bolachas derivados de farinha de trigo (exceto dos tipos “cream cracker”, “água e sal”, “maisena”, “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)
XVII;PRODUTOS ALIMENTÍCIOS;531;1705301;1905.31.00;Biscoitos e bolachas derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o CEST 17.053.02
XVII;PRODUTOS ALIMENTÍCIOS;532;1705302;1905.31.00;"Biscoitos e bolachas derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"" de consumo popular"
XVII;PRODUTOS ALIMENTÍCIOS;540;1705400;1905.31.00;"Biscoitos e bolachas não derivados de farinha de trigo (exceto dos tipos ""cream cracker"", ""água e sal"", ""maisena"" e ""maria"" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)"
XVII;PRODUTOS ALIMENTÍCIOS;541;1705401;1905.31.00;"Biscoitos e bolachas não derivados de farinha de trigo dos tipos ""maisena"" e ""maria"" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o CEST 17.054.02"
XVII;PRODUTOS ALIMENTÍCIOS;542;1705402;1905.31.00;"Biscoitos e bolachas não derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"" de consumo popular"
XVII;PRODUTOS ALIMENTÍCIOS;560;1705600;1905.90.20;Biscoitos e bolachas derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”
XVII;PRODUTOS ALIMENTÍCIOS;561;1705601;1905.90.20;Biscoitos e bolachas não derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”
XVII;PRODUTOS ALIMENTÍCIOS;562;1705602;1905.90.20;Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01
XVII;PRODUTOS ALIMENTÍCIOS;570;1705700;1905.32.00;“Waffles” e “wafers” - sem cobertura
XVII;PRODUTOS ALIMENTÍCIOS;580;1705800;1905.32.00;“Waffles” e “wafers” - com cobertura
