CFOP;Descrição Resumida do CFOP;Aplicação
5131;5.131 - Remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo;Classificam-se neste código as saídas de produção de cooperativa, de estabelecimento de cooperado, com previsão de posterior ajuste ou fixação de preço (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.
5132;5.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo;Classificam-se neste código a fixação de preço de produção do estabelecimento do produtor, inclusive quando cuja remessa anterior tenha sido classificada sob o código “5.131 - Remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo.” (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.
5151;5.151 - Transferência de Produção do Estabelecimento;"Transferência de produto industrializado ou produzido no estabelecimento para outro estabelecimento da mesma empresa.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
5152;5.152 - Transferência de mercadoria adquirida ou recebida de terceiros;Mercadoria adquirida ou recebida de terceiros para industrialização, comercialização ou utilização na prestação de serviço e que não tenha sido objeto de qualquer processo industrial no estabelecimento, transferida para outro estabelecimento da mesma empresa. A partir 10 de julho de 2003. (Decreto nº 26.020/2003)
5153;5.153 - Transferência de energia elétrica;Classificam-se neste código as transferências de energia elétrica para outro estabelecimento da mesma empresa, para distribuição.
5155;5.155 - Transferência de produção do estabelecimento, que não deva por ele transitar;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de produtos industrializados no estabelecimento que tenham sido remetidos para armazém geral, depósito fechado ou outro, sem que haja retorno ao estabelecimento depositante.
5156;5.156 - Transferência de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial, remetidas para armazém geral, depósito fechado ou outro, sem que haja retorno ao estabelecimento depositante.
5159;5.159 - Fornecimento de produção do estabelecimento de ato cooperativo;Classificam-se neste código os fornecimentos de produtos industrializados ou produzidos pelo próprio estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa.
5160;5.160 - Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo;Classificam-se neste código os fornecimentos de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento de cooperativa, destinados a seus cooperados ou a estabelecimento de outra cooperativa.
5201;5.201 - Devolução de compra p/ industrialização ou produção rural;"Devolução de mercadoria adquirida para ser utilizada em processo de industrialização ou produção rural, cuja entrada tenha sido classificada como ""1.101 - Compra para industrialização ou produção rural"".(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
5202;5.202 - Devolução de compra p/ comercialização;Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercialização.
5205;5.205 - Anulação de valor relativo a aquisição de serviço de comunicação;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de comunicação.
5206;5.206 - Anulação de valor relativo a aquisição de serviço de transporte;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de transporte.
5207;5.207 - Anulação de valor relativo à compra de energia elétrica;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes da compra de energia elétrica.
5208;5.208 - Devolução de mercadoria recebida em transferência p/ industrialização ou produção rural;"Devolução de mercadoria recebida em transferência de outro estabelecimento da mesma empresa, para ser utilizada em processo de industrialização ou produção rural.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
5209;5.209 - Devolução de mercadoria recebida em transferência p/ comercialização;Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.
5210;5.210 - Devolução de compra p/ utilização na prestação de serviço;Classificam-se neste código as devoluções de mercadorias adquiridas para utilização na prestação de serviços, cujas entradas tenham sido classificadas nos códigos “1.126 - Compra para utilização na prestação de serviço sujeita ao ICMS” e “1.128 - Compra para utilização na prestação de serviço sujeita ao ISSQN. (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010) efeitos a partir de 1º de janeiro de 2011 – DECRETO 36.465/2011. Vejamais[p1]
5213;5.213 - Devolução de entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, em ato cooperativo;Classificam-se neste código as devoluções de entradas que tenham sido classificadas no código “1.131 - Entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo.” (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.
5214;5.214 - Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização;Classificam-se neste código as devoluções de fixação de preço de mercadorias do estabelecimento produtor cuja entrada para comercialização tenha sido classificada no código “1.132 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo.” (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.
5215;5.215 - Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização;Classificam-se neste código as devoluções de fixação de preço de mercadorias do estabelecimento produtor cuja entrada para industrialização tenha sido classificada no código “1.135 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo.” (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.
5216;5.216 - Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo;Classificam-se neste código as devoluções de entradas decorrentes de fornecimento de produtos ou mercadorias por estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujo fornecimento tenha sido classificado no código 1.159 - Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo.
5251;5.251 - Venda de energia elétrica p/ distribuição ou comercialização;Classificam-se neste código as vendas de energia elétrica destinada à distribuição ou comercialização. Também serão classificadas neste código as vendas de energia elétrica destinada a cooperativas para distribuição aos seus cooperados.
5252;5.252 - Venda de energia elétrica p/ estabelecimento industrial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento industrial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento industrial de cooperativa.
5253;5.253 - Venda de energia elétrica p/ estabelecimento comercial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento comercial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento comercial de cooperativa.
5254;5.254 - Venda de energia elétrica p/ estabelecimento prestador de serviço de transporte;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de transporte.
5255;5.255 - Venda de energia elétrica p/ estabelecimento prestador de serviço de comunicação;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de comunicação.
5256;5.256 - Venda de energia elétrica p/ estabelecimento de produtor rural;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de produtor rural.
5257;5.257 - Venda de energia elétrica p/ consumo por demanda contratada;Classificam-se neste código as vendas de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.
5258;5.258 - Venda de energia elétrica a não contribuinte;Classificam-se neste código as vendas de energia elétrica a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.
5301;5.301 - Prestação de serviço de comunicação p/ execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.
5302;5.302 - Prestação de serviço de comunicação a estabelecimento industrial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento industrial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento industrial de cooperativa.
5303;5.303 - Prestação de serviço de comunicação a estabelecimento comercial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento comercial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento comercial de cooperativa.
5304;5.304 - Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento prestador de serviço de transporte.
5305;5.305 - Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.
5306;5.306 - Prestação de serviço de comunicação a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de produtor rural.
5307;5.307 - Prestação de serviço de comunicação a não contribuinte;Classificam-se neste código as prestações de serviços de comunicação a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.
5351;5.351 - Prestação de serviço de transporte p/ execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de transporte destinados às prestações de serviços da mesma natureza.
5352;5.352 - Prestação de serviço de transporte a estabelecimento industrial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento industrial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento industrial de cooperativa.
5353;5.353 - Prestação de serviço de transporte a estabelecimento comercial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento comercial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento comercial de cooperativa.
5354;5.354 - Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação;Classificam-se neste código as prestações de serviços de transporte a estabelecimento prestador de serviços de comunicação.
5355;5.355 - Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica.
5356;5.356 - Prestação de serviço de transporte a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de produtor rural.
5357;5.357 - Prestação de serviço de transporte a não contribuinte;Classificam-se neste código as prestações de serviços de transporte a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.
5359;5.359 - Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando a mercadoria transportada esteja dispensada de emissão de Nota Fiscal;Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando não existir a obrigação legal de emissão de Nota Fiscal para a mercadoria transportada. (ACR Ajuste SINIEF 03/2004) (DECRETO Nº 26.810, DE 10 DE JUNHO DE 2004) (a partir de 01.01.2005)
5360;5.360 - Prestação de serviço de transporte a contribuinte-substituto em relação ao serviço de transporte;Prestação de serviço de transporte a contribuinte a quem tenha sido atribuída a condição de contribuinte-substituto em relação ao imposto incidente na prestação dos serviços.
5401;5.401 - Venda de produção do estabelecimento quando o produto esteja sujeito a ST;"Venda de produto industrializado ou produzido pelo estabelecimento, quando o referido produto estiver sujeito ao regime de substituição tributária, bem como a de produto industrializado, por estabelecimento industrial ou produtor rural de cooperativa, sujeito ao regime de substituição tributária.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
5402;5.402 - Venda de produção do estabelecimento de produto sujeito a ST, em operação entre contribuintes substitutos do mesmo produto;Classificam-se neste código as vendas de produtos sujeitos ao regime de substituição tributária industrializados no estabelecimento, em operações entre contribuintes substitutos do mesmo produto
5403;5.403 - Venda de mercadoria, adquirida ou recebida de terceiros, sujeita a ST, na condição de contribuinte-substituto;"Venda de mercadoria, adquirida ou recebida de terceiros, sujeita ao regime de substituição tributária, na condição de contribuinte-substituto.– (Decreto Nº 25.068/2003). a partir 01.01.2003"
5405;5.405 - Venda de mercadoria, adquirida ou recebida de terceiros, sujeita a ST, na condição de contribuinte-substituído;"Venda de mercadoria, adquirida ou recebida de terceiros, sujeita ao regime de substituição tributária, na condição de contribuinte-substituído.– (Decreto Nº 25.068/2003). a partir 01.01.2003"
5408;5.408 - Transferência de produção do estabelecimento quando o produto sujeito a ST;"Transferência de produto industrializado ou produzido no estabelecimento, para outro estabelecimento da mesma empresa, quando o produto estiver sujeito ao regime de substituição tributária.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
5409;5.409 - Transferência de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita a ST;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros que não tenham sido objeto de qualquer processo industrial no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.
5410;5.410 - Devolução de compra p/ industrialização de mercadoria sujeita a ST;"Devolução de mercadoria adquirida para ser utilizada em processo de industrialização ou produção rural, cuja entrada tenha sido classificada como ""Compra para industrialização ou produção rural de mercadoria sujeita ao regime de substituição tributária"".(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
5411;5.411 - Devolução de compra p/ comercialização em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária.
5412;5.412 - Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada tenha sido classificada no código 1.406 - Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária.
5413;5.413 - Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita a ST.;Classificam-se neste código as devoluções de mercadorias adquiridas para uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código 1.407 - Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária.
5414;5.414 - Remessa de produção do estabelecimento p/ venda fora do estabelecimento, quando o produto sujeito a ST;"Remessa de produto industrializado ou produzido pelo estabelecimento para ser vendido fora do estabelecimento, inclusive por meio de veículo, quando o mencionado produto estiver sujeito ao regime de substituição tributária.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
5415;5.415 - Remessa de mercadoria adquirida ou recebida de terceiros p/ venda fora do estabelecimento, em operação com mercadoria sujeita a ST;Classificam-se neste código as remessas de mercadorias adquiridas ou recebidas de terceiros para serem vendidas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária.
5451;"5.451 - Remessa de animal - Sistema de Integração e Parceria Rural";"Classificam-se neste código as saídas referentes à remessa de animais para criação, recriação, produção ou engorda emestabelecimento de produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento. Também serãoclassificadas neste código as remessas decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativacentral.”."
5452;5.452 - Remessa de insumo - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas referentes à remessa de insumos para utilização em estabelecimento de produtor no sistemaintegrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento. Também serão classificadasneste código as remessas decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central."
5453;5.453 - Retorno de animal ou da produção - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas referentes ao retorno da produção, bem como dos animais criados ou engordados pelo produtorno sistema integrado e de produção animal, inclusive em sistema de confinamento. Também serão classificados neste código os retornosdecorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central."
5454;5.454 - Retorno simbólico de animal ou da produção - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas referentes ao retorno simbólico da produção, bem como de animais criados ou engordados peloprodutor no sistema integrado e de produção animal, inclusive em sistema de confinamento."
5455;5.455 - Retorno de insumos não utilizados na produção - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas referentes ao retorno de insumos não utilizados em estabelecimento de produtor no sistemaintegrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento e nas operações entrecooperativa singular e cooperativa central"
5456;5.456 - Saída referente a remuneração do produtor - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas da parcela da produção do produtor realizadas em sistema de integração e produção animal,quando da entrega ao integrador ou parceiro. Também serão classificadas neste código as saídas decorrentes de “ato cooperativo”,inclusive as operações entre cooperativa singular e cooperativa central."
5501;5.501 - Remessa de produção do estabelecimento, com fim específico de exportação;"Saída de produto industrializado ou produzido pelo estabelecimento, remetido com fim específico de exportação a ""trading company"", empresa comercial exportadora ou outro estabelecimento do remetente(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
5502;5.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação;Classificam-se neste código as saídas de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.
5503;5.503 - Devolução de mercadoria recebida com fim específico de exportação;Classificam-se neste código as devoluções efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinatário, de mercadorias recebidas com fim específico de exportação, cujas entradas tenham sido classificadas no código 1.501 - Entrada de mercadoria recebida com fim específico de exportação.
5504;5.504 - Remessa de mercadoria p/ formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.;"Remessa de mercadoria para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006)"
5505;5.505 - Remessa de mercadoria, adquirida ou recebida de terceiros, p/ formação de lote de exportação.;"Remessa de mercadoria, adquirida ou recebida de terceiros, para formação de lote de exportação.(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006)"
5551;5.551 - Venda de bem do ativo imobilizado;Classificam-se neste código as vendas de bens integrantes do ativo imobilizado do estabelecimento.
5552;5.552 - Transferência de bem do ativo imobilizado;Classificam-se neste código os bens do ativo imobilizado transferidos para outro estabelecimento da mesma empresa.
5553;5.553 - Devolução de compra de bem p/ o ativo imobilizado;Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no código 1.551 - Compra de bem para o ativo imobilizado.
5554;5.554 - Remessa de bem do ativo imobilizado p/ uso fora do estabelecimento;Classificam-se neste código as remessas de bens do ativo imobilizado para uso fora do estabelecimento.
5555;5.555 - Devolução de bem do ativo imobilizado de terceiro, recebido p/ uso no estabelecimento;Classificam-se neste código as saídas em devolução, de bens do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no código 1.555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento.
5556;5.556 - Devolução de compra de material de uso ou consumo;Classificam-se neste código as devoluções de mercadorias destinadas ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código 1.556 - Compra de material para uso ou consumo.
5557;5.557 - Transferência de material de uso ou consumo;Classificam-se neste código os materiais para uso ou consumo transferidos para outro estabelecimento da mesma empresa.
5601;5.601 - Transferência de crédito de ICMS acumulado;Classificam-se neste código os lançamentos destinados ao registro da transferência de créditos de ICMS para outras empresas.
5602;5.602 - Transferência de saldo credor do ICMS, p/ outro estabelecimento da mesma empresa, destinado à compensação de saldo devedor do ICMS;Lançamento destinado ao registro da transferência de saldo credor do ICMS, para outro estabelecimento da mesma empresa, destinado à compensação do saldo devedor desse estabelecimento, inclusive no caso de apuração centralizada do imposto. (NR Ajuste SINIEF 09/2003 – a partir 01.01.2004)
5603;5.603 - Ressarcimento de ICMS retido por substituição tributária;Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.
5605;5.605 - Transferência de saldo devedor do ICMS de outro estabelecimento da mesma empresa;Lançamento destinado ao registro da transferência de saldo devedor do ICMS para outro estabelecimento da mesma empresa, para efetivação da apuração centralizada do imposto. (ACR Ajuste SINIEF 03/2004) (DECRETO Nº 26.810/2004) (a partir de 01.01.2005)
5606;5.606 - Utilização de saldo credor do ICMS p/ extinção por compensação de débitos fiscais;Lançamento destinado ao registro de utilização de saldo credor do ICMS em conta gráfica para extinção por compensação de débitos fiscais desvinculados de conta gráfica. (ACR Ajuste SINIEF 02/2005 – a partir de 01.01.2006). (DECRETO Nº 27.995 de 06.06.2005) a partir de 01.01.2006
5651;5.651 - Venda de combustível ou lubrificante de produção do estabelecimento destinados à industrialização subseqüente;"Venda de combustível ou lubrificante, industrializados no estabelecimento e destinados à industrialização do próprio produto, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
5652;5.652 - Venda de combustível ou lubrificante, de produção do estabelecimento, destinados à comercialização;"Venda de combustível ou lubrificante, industrializados no estabelecimento, destinados à comercialização, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
5653;5.653 - Venda de combustível ou lubrificante, de produção do estabelecimento, destinados a consumidor ou usuário final;"Venda de combustível ou lubrificante, industrializados no estabelecimento, destinados a consumo em processo de industrialização de outro produto, à prestação de serviço ou a usuário final, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
5654;5.654 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à industrialização subseqüente;"Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à industrialização do próprio produto, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
5655;5.655 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à comercialização;"Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à comercialização, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
5656;5.656 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumidor ou usuário final;"Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumo em processo de industrialização de outro produto, à prestação de serviço ou a usuário final, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
5657;5.657 - Remessa de combustível ou lubrificante, adquiridos ou recebidos de terceiros, p/ venda fora do estabelecimento;Remessa de combustível ou lubrificante, adquiridos ou recebidos de terceiros, para ser vendidos fora do estabelecimento, inclusive por meio de veículos. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
5658;5.658 - Transferência de combustível ou lubrificante de produção do estabelecimento;Transferência de combustível ou lubrificante, industrializados no estabelecimento, para outro estabelecimento da mesma empresa. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
5659;5.659 - Transferência de combustível ou lubrificante adquiridos ou recebidos de terceiros;Transferência de combustível ou lubrificante, adquiridos ou recebidos de terceiros, para outro estabelecimento da mesma empresa. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
5660;5.660 - Devolução de compra de combustível ou lubrificante adquiridos p/ industrialização subseqüente;"Devolução de compra de combustível ou lubrificante, adquiridos para industrialização do próprio produto, cuja entrada tenha sido classificada como ""Compra de combustível ou lubrificante para industrialização subseqüente"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
5661;5.661 - Devolução de compra de combustível ou lubrificante adquiridos p/ comercialização;"Devolução de compra de combustível ou lubrificante, adquiridos para comercialização, cuja entrada tenha sido classificada como ""Compra de combustível ou lubrificante para comercialização"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
5662;5.662 - Devolução de compra de combustível ou lubrificante adquiridos por consumidor ou usuário final;"Devolução de compra de combustível ou lubrificante, adquiridos para consumo em processo de industrialização de outro produto, na prestação de serviço ou por usuário final, cuja entrada tenha sido classificada como ""Compra de combustível ou lubrificante por consumidor ou usuário final"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
5663;5.663 - Remessa p/ armazenagem de combustível ou lubrificante;Remessa para armazenagem de combustível ou lubrificante. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
5664;5.664 - Retorno de combustível ou lubrificante recebidos p/ armazenagem;Remessa, em devolução, de combustível ou lubrificante, recebidos para armazenagem. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
5665;5.665 - Retorno simbólico de combustível ou lubrificante recebidos p/ armazenagem;Retorno simbólico de combustível ou lubrificante, recebidos para armazenagem, quando a mercadoria armazenada tenha sido objeto de saída, a qualquer título, e não deva retornar ao estabelecimento depositante. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
5666;5.666 - Remessa, por conta e ordem de terceiros, de combustível ou lubrificante recebidos p/ armazenagem;Saída, por conta e ordem de terceiros, de combustível ou lubrificante, recebidos anteriormente para armazenagem. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
5667;5.667 - Venda de combustível ou lubrificante a consumidor ou usuário final estabelecido em outra UF;Venda de combustível ou lubrificante a consumidor ou a usuário final estabelecido em outra Unidade da Federação, cujo abastecimento tenha sido efetuado na unidade da Federação do remetente. ACR Ajuste SINIEF 05/2009 – a partir de 01.07.2009)(Decreto nº 34.490/2009)
5901;5.901 - Remessa p/ industrialização por encomenda;Classificam-se neste código as remessas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.
